hash_replica_retrain_VanillaNerf/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-12-05_06-51-22 | cuda | fp16 | hash_replica_retrain_VanillaNerf
map/stone_nerf/log_ngp.txt:4661:[INFO] Trainer: ngp | 2023-09-01_07-45-30 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:4671:[INFO] Trainer: ngp | 2023-09-01_08-10-42 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:4681:[INFO] Trainer: ngp | 2023-09-01_09-07-47 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:4691:[INFO] Trainer: ngp | 2023-09-01_09-09-41 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:4701:[INFO] Trainer: ngp | 2023-09-02_00-32-42 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:4711:[INFO] Trainer: ngp | 2023-09-02_00-34-17 | cuda | fp16 | stone_nerf/
map/house/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-09-06_11-28-52 | cuda | fp16 | map/house/
map/replica_room2/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-09-05_12-38-43 | cuda | fp16 | map/scala_room/
map/scannetMap1/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-09-04_05-21-33 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:8:[INFO] Trainer: ngp | 2023-09-04_05-23-58 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:644:[INFO] Trainer: ngp | 2023-09-04_06-16-12 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:654:[INFO] Trainer: ngp | 2023-09-04_06-20-06 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:664:[INFO] Trainer: ngp | 2023-09-04_06-24-09 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:674:[INFO] Trainer: ngp | 2023-09-04_06-26-39 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:684:[INFO] Trainer: ngp | 2023-09-04_06-29-55 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:694:[INFO] Trainer: ngp | 2023-09-04_06-31-10 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:704:[INFO] Trainer: ngp | 2023-09-04_06-35-03 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:714:[INFO] Trainer: ngp | 2023-09-04_06-37-04 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:724:[INFO] Trainer: ngp | 2023-09-04_06-39-13 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:734:[INFO] Trainer: ngp | 2023-09-04_06-42-59 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:744:[INFO] Trainer: ngp | 2023-09-04_06-45-01 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:754:[INFO] Trainer: ngp | 2023-09-04_06-48-04 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:764:[INFO] Trainer: ngp | 2023-09-04_07-11-05 | cuda | fp16 | scannetMap1/
map/scannetMap1/log_ngp.txt:774:[INFO] Trainer: ngp | 2023-09-04_07-14-14 | cuda | fp16 | scannetMap1/
map/gamemap/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-09-04_02-33-45 | cuda | fp16 | gamemap/
map/gamemap/log_ngp.txt:630:[INFO] Trainer: ngp | 2023-09-04_03-59-56 | cuda | fp16 | gamemap/
map/gamemap/log_ngp.txt:640:[INFO] Trainer: ngp | 2023-09-04_04-05-05 | cuda | fp16 | gamemap/
map/scannetroom/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-09-05_05-43-29 | cuda | fp16 | map/scannetroom/
map/Lastroom/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-09-05_05-01-32 | cuda | fp16 | map/Lastroom/
map/Lastroom/log_ngp.txt:1258:[INFO] Trainer: ngp | 2023-09-05_06-24-56 | cuda | fp16 | map/Lastroom/
Binary file nerf/__pycache__/utils.cpython-38.pyc matches
nerf/utils.py:257:class Trainer(object):
nerf/utils.py:358:        self.log(f'[INFO] Trainer: {self.name} | {self.time_stamp} | {self.device} | {"fp16" if self.fp16 else "fp32"} | {self.workspace}')
simulate.py:281:    trainer = Trainer('ngp', opt, model, device=device, workspace=opt.workspace, criterion=criterion, fp16=opt.fp16, metrics=metrics, use_checkpoint=opt.ckpt)
sr_hash_stonehenge/log_ngp.txt:1:[INFO] Trainer: ngp | 2024-01-11_06-57-31 | cuda | fp16 | sr_hash_stonehenge
sr_hash_stonehenge/log_ngp.txt:6:[INFO] Trainer: ngp | 2024-01-11_06-59-25 | cuda | fp16 | sr_hash_stonehenge
sr_hash_stonehenge/log_ngp.txt:11:[INFO] Trainer: ngp | 2024-01-11_07-03-13 | cuda | fp16 | sr_hash_stonehenge
sr_hash_stonehenge/log_ngp.txt:16:[INFO] Trainer: ngp | 2024-01-11_07-04-46 | cuda | fp16 | sr_hash_stonehenge
st_Lastroom/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-09-05_05-01-32 | cuda | fp16 | map/Lastroom/
st_Lastroom/log_ngp.txt:1258:[INFO] Trainer: ngp | 2023-09-05_06-24-56 | cuda | fp16 | map/Lastroom/
st_Lastroom/log_ngp.txt:1268:[INFO] Trainer: ngp | 2023-09-05_06-31-01 | cuda | fp16 | Lastroom/
st_Lastroom/log_ngp.txt:1278:[INFO] Trainer: ngp | 2023-09-05_06-32-52 | cuda | fp16 | Lastroom/
st_Lastroom/log_ngp.txt:1288:[INFO] Trainer: ngp | 2023-09-05_06-37-01 | cuda | fp16 | Lastroom/
st_Lastroom/log_ngp.txt:1298:[INFO] Trainer: ngp | 2023-09-05_06-38-37 | cuda | fp16 | Lastroom/
st_Lastroom/log_ngp.txt:1308:[INFO] Trainer: ngp | 2023-09-05_06-40-09 | cuda | fp16 | Lastroom/
st_replica_FRL/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-12-07_06-29-30 | cuda | fp16 | st_replica_FRL
st_replica_FRL/log_ngp.txt:426:[INFO] Trainer: ngp | 2023-12-07_07-11-58 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:436:[INFO] Trainer: ngp | 2023-12-07_07-34-00 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:446:[INFO] Trainer: ngp | 2023-12-07_07-34-29 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:456:[INFO] Trainer: ngp | 2023-12-07_07-35-55 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:466:[INFO] Trainer: ngp | 2023-12-07_07-39-01 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:476:[INFO] Trainer: ngp | 2023-12-07_07-41-02 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:486:[INFO] Trainer: ngp | 2023-12-07_07-42-48 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:496:[INFO] Trainer: ngp | 2023-12-07_07-43-59 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:506:[INFO] Trainer: ngp | 2023-12-07_07-45-00 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:516:[INFO] Trainer: ngp | 2023-12-07_07-46-19 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:526:[INFO] Trainer: ngp | 2023-12-07_07-47-20 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:536:[INFO] Trainer: ngp | 2023-12-07_07-47-58 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:546:[INFO] Trainer: ngp | 2023-12-07_07-48-47 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:556:[INFO] Trainer: ngp | 2023-12-07_07-49-10 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:566:[INFO] Trainer: ngp | 2023-12-07_08-05-34 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:576:[INFO] Trainer: ngp | 2023-12-07_08-06-10 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:586:[INFO] Trainer: ngp | 2023-12-07_08-14-01 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:596:[INFO] Trainer: ngp | 2023-12-07_08-45-37 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:606:[INFO] Trainer: ngp | 2023-12-07_08-48-44 | cuda | fp32 | st_replica_FRL/
st_replica_FRL/log_ngp.txt:616:[INFO] Trainer: ngp | 2023-12-07_08-49-21 | cuda | fp32 | st_replica_FRL/
st_replica_FRL_v2/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-12-08_00-38-20 | cuda | fp16 | st_replica_FRL_v2
st_replica_FRL_v2/log_ngp.txt:426:[INFO] Trainer: ngp | 2023-12-08_00-52-12 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:436:[INFO] Trainer: ngp | 2023-12-08_01-20-39 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:446:[INFO] Trainer: ngp | 2023-12-08_01-21-08 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:456:[INFO] Trainer: ngp | 2023-12-08_01-22-47 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:466:[INFO] Trainer: ngp | 2023-12-08_01-25-31 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:476:[INFO] Trainer: ngp | 2023-12-08_01-26-06 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:486:[INFO] Trainer: ngp | 2023-12-08_01-28-13 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:496:[INFO] Trainer: ngp | 2023-12-08_01-30-00 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:506:[INFO] Trainer: ngp | 2023-12-08_01-37-50 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:516:[INFO] Trainer: ngp | 2023-12-08_01-44-54 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:526:[INFO] Trainer: ngp | 2023-12-08_01-48-17 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:536:[INFO] Trainer: ngp | 2023-12-08_01-50-49 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:546:[INFO] Trainer: ngp | 2023-12-08_01-55-52 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:556:[INFO] Trainer: ngp | 2023-12-08_01-56-26 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:566:[INFO] Trainer: ngp | 2023-12-08_01-58-38 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:576:[INFO] Trainer: ngp | 2023-12-08_02-01-41 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:586:[INFO] Trainer: ngp | 2023-12-08_02-05-46 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:596:[INFO] Trainer: ngp | 2023-12-08_02-07-07 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:606:[INFO] Trainer: ngp | 2023-12-08_02-13-02 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:616:[INFO] Trainer: ngp | 2023-12-08_02-15-46 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:626:[INFO] Trainer: ngp | 2023-12-08_02-21-30 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:636:[INFO] Trainer: ngp | 2023-12-08_02-23-08 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:646:[INFO] Trainer: ngp | 2023-12-08_04-13-05 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:656:[INFO] Trainer: ngp | 2023-12-08_04-15-41 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:666:[INFO] Trainer: ngp | 2023-12-08_04-18-34 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:676:[INFO] Trainer: ngp | 2023-12-08_04-19-47 | cuda | fp32 | st_replica_FRL_v2/
st_replica_FRL_v2/log_ngp.txt:686:[INFO] Trainer: ngp | 2023-12-08_04-28-41 | cuda | fp16 | st_replica_FRL_v2
st_replica_FRL_v3/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-12-08_04-32-32 | cuda | fp16 | st_replica_FRL_v3
st_replica_FRL_v3/log_ngp.txt:426:[INFO] Trainer: ngp | 2023-12-08_04-41-32 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:436:[INFO] Trainer: ngp | 2023-12-08_04-42-22 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:446:[INFO] Trainer: ngp | 2023-12-08_04-44-55 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:456:[INFO] Trainer: ngp | 2023-12-08_04-45-24 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:466:[INFO] Trainer: ngp | 2023-12-08_04-46-48 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:476:[INFO] Trainer: ngp | 2023-12-08_04-48-55 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:486:[INFO] Trainer: ngp | 2023-12-08_04-51-03 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:496:[INFO] Trainer: ngp | 2023-12-08_04-54-41 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:506:[INFO] Trainer: ngp | 2023-12-08_04-55-46 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:516:[INFO] Trainer: ngp | 2023-12-08_05-51-50 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:526:[INFO] Trainer: ngp | 2023-12-08_05-52-21 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:536:[INFO] Trainer: ngp | 2023-12-08_06-03-39 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:546:[INFO] Trainer: ngp | 2023-12-08_06-04-15 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:556:[INFO] Trainer: ngp | 2023-12-08_06-04-36 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:566:[INFO] Trainer: ngp | 2023-12-08_06-04-54 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:576:[INFO] Trainer: ngp | 2023-12-08_07-16-46 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:586:[INFO] Trainer: ngp | 2023-12-11_01-13-53 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:596:[INFO] Trainer: ngp | 2023-12-11_02-13-34 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:606:[INFO] Trainer: ngp | 2023-12-11_02-43-08 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:616:[INFO] Trainer: ngp | 2023-12-11_04-16-24 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:626:[INFO] Trainer: ngp | 2023-12-11_04-19-14 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:636:[INFO] Trainer: ngp | 2023-12-11_04-21-48 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:646:[INFO] Trainer: ngp | 2023-12-11_04-24-08 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:656:[INFO] Trainer: ngp | 2023-12-11_04-28-46 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:666:[INFO] Trainer: ngp | 2023-12-11_04-30-16 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:676:[INFO] Trainer: ngp | 2023-12-11_04-42-42 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:686:[INFO] Trainer: ngp | 2023-12-11_04-59-41 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:696:[INFO] Trainer: ngp | 2023-12-11_05-07-27 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:706:[INFO] Trainer: ngp | 2023-12-11_05-08-31 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:716:[INFO] Trainer: ngp | 2023-12-11_05-12-04 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:726:[INFO] Trainer: ngp | 2023-12-11_05-25-23 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:736:[INFO] Trainer: ngp | 2023-12-11_05-25-52 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:746:[INFO] Trainer: ngp | 2023-12-11_05-28-17 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:756:[INFO] Trainer: ngp | 2023-12-11_05-29-23 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:766:[INFO] Trainer: ngp | 2023-12-11_05-30-53 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:776:[INFO] Trainer: ngp | 2023-12-11_05-33-02 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:786:[INFO] Trainer: ngp | 2023-12-11_05-33-46 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:796:[INFO] Trainer: ngp | 2023-12-11_05-37-02 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:806:[INFO] Trainer: ngp | 2023-12-11_05-40-40 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:816:[INFO] Trainer: ngp | 2023-12-11_06-51-35 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:826:[INFO] Trainer: ngp | 2023-12-11_06-54-29 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:836:[INFO] Trainer: ngp | 2023-12-11_06-57-11 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:846:[INFO] Trainer: ngp | 2023-12-11_07-08-09 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:856:[INFO] Trainer: ngp | 2023-12-11_07-26-04 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:866:[INFO] Trainer: ngp | 2023-12-11_07-27-13 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:876:[INFO] Trainer: ngp | 2023-12-11_07-30-56 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:886:[INFO] Trainer: ngp | 2023-12-11_07-32-03 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:896:[INFO] Trainer: ngp | 2023-12-11_07-33-09 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:906:[INFO] Trainer: ngp | 2023-12-11_07-33-35 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:916:[INFO] Trainer: ngp | 2023-12-11_07-37-16 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:926:[INFO] Trainer: ngp | 2023-12-11_07-38-03 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:936:[INFO] Trainer: ngp | 2023-12-11_07-38-36 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:946:[INFO] Trainer: ngp | 2023-12-11_07-39-45 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:956:[INFO] Trainer: ngp | 2023-12-11_07-41-01 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:966:[INFO] Trainer: ngp | 2023-12-11_07-43-20 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:976:[INFO] Trainer: ngp | 2023-12-11_07-44-22 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:986:[INFO] Trainer: ngp | 2023-12-11_07-47-01 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:996:[INFO] Trainer: ngp | 2023-12-11_07-52-49 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1006:[INFO] Trainer: ngp | 2023-12-11_07-53-25 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1016:[INFO] Trainer: ngp | 2023-12-11_07-53-58 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1026:[INFO] Trainer: ngp | 2023-12-11_07-54-36 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1036:[INFO] Trainer: ngp | 2023-12-11_07-56-44 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1046:[INFO] Trainer: ngp | 2023-12-11_07-57-54 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1056:[INFO] Trainer: ngp | 2023-12-11_07-59-09 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1066:[INFO] Trainer: ngp | 2023-12-11_08-00-58 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1076:[INFO] Trainer: ngp | 2023-12-11_08-01-42 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1086:[INFO] Trainer: ngp | 2023-12-11_08-02-15 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1096:[INFO] Trainer: ngp | 2023-12-11_08-10-04 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1106:[INFO] Trainer: ngp | 2023-12-11_08-11-51 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1116:[INFO] Trainer: ngp | 2023-12-11_08-14-24 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1126:[INFO] Trainer: ngp | 2023-12-11_08-18-55 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1136:[INFO] Trainer: ngp | 2023-12-11_08-26-44 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1146:[INFO] Trainer: ngp | 2023-12-11_08-30-50 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1156:[INFO] Trainer: ngp | 2023-12-11_08-36-09 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1166:[INFO] Trainer: ngp | 2023-12-11_08-36-53 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1176:[INFO] Trainer: ngp | 2023-12-11_08-37-24 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1186:[INFO] Trainer: ngp | 2023-12-11_08-38-15 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1196:[INFO] Trainer: ngp | 2023-12-11_08-40-30 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1206:[INFO] Trainer: ngp | 2023-12-11_08-41-52 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1216:[INFO] Trainer: ngp | 2023-12-11_08-46-52 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1226:[INFO] Trainer: ngp | 2023-12-11_08-49-00 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1236:[INFO] Trainer: ngp | 2023-12-11_08-50-11 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1246:[INFO] Trainer: ngp | 2023-12-12_01-02-20 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1256:[INFO] Trainer: ngp | 2023-12-12_01-02-53 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1266:[INFO] Trainer: ngp | 2023-12-12_01-03-26 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1276:[INFO] Trainer: ngp | 2023-12-12_01-04-59 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1286:[INFO] Trainer: ngp | 2023-12-12_01-21-17 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1296:[INFO] Trainer: ngp | 2023-12-12_01-23-20 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1306:[INFO] Trainer: ngp | 2023-12-12_01-26-52 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1316:[INFO] Trainer: ngp | 2023-12-12_01-33-25 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1326:[INFO] Trainer: ngp | 2023-12-12_06-34-16 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1336:[INFO] Trainer: ngp | 2023-12-12_06-35-36 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1346:[INFO] Trainer: ngp | 2023-12-12_06-37-21 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1356:[INFO] Trainer: ngp | 2023-12-12_06-39-28 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1366:[INFO] Trainer: ngp | 2023-12-13_05-12-27 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1376:[INFO] Trainer: ngp | 2023-12-13_05-14-41 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1386:[INFO] Trainer: ngp | 2023-12-13_05-23-06 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1396:[INFO] Trainer: ngp | 2023-12-13_05-24-00 | cuda | fp32 | st_replica_FRL_v3/
st_replica_FRL_v3/log_ngp.txt:1406:[INFO] Trainer: ngp | 2023-12-13_05-26-26 | cuda | fp32 | st_replica_FRL_v3/
